Type	String	Frequency	OMOP_ID	OMOP_Name
Condition	other disease conditions	1	4059182	H/O: infectious disease
Condition	other etiology	1	36308641	Stroke of other determined etiology
Condition	other feto-maternal diseases	1	4201908	Lithopedion
Condition	other gastric tube via nose	1	2008022	Replacement of (naso-)gastric or esophagostomy tube
Condition	other gastrointestinal bleeding diagnosed	1	192671	Gastrointestinal hemorrhage
Condition	other health problems	1	375252	Disorder of eye
Condition	other heart rhythm abnormality	1	37309635	Abnormal fetal heart rhythm
Condition	other hematological disease	1	36716893	Fear of hematological disease
Condition	other high bleeding risk	1	46273058	High risk of bleeding
Condition	other immunodeficiency	1	43374	Immunodeficiency disorder
Condition	other immunosuppression	1	724049	OTHER IMMUNOSUPPRESSANTS
Condition	other immunosuppressive	1	724049	OTHER IMMUNOSUPPRESSANTS
Condition	other immunosuppressive condition	1	724049	OTHER IMMUNOSUPPRESSANTS
Condition	other immunosuppressive drugs	1	4451576	Other specified high cost immunosuppressant drugs
Condition	other infectious agent	1	43225	Disorder due to infection
Condition	other infectious disease	1	43225	Disorder due to infection
Condition	other infectious viruses or bacteria	1	37040135	Bacteria & viruses
Condition	other inhaled pulmonary vasodilators	1	440924	Poisoning by vasodilator
Condition	other injuries	1	24818	Injury of neck
Condition	other invasive mold/fungal infection	1	3671729	Invasive fungal infection
Condition	other laboratory condition	1	138443	Other: Other Conditions
Condition	other malignancies	1	432571	Malignant lymphoma
Condition	other malignancy	1	432571	Malignant lymphoma
Condition	other manifest thyroid diseases	1	432829	Yaws
Condition	other medical	1	36310611	Other medication
Condition	other medical comorbidities or conditions	1	46235351	Comorbid condition
Condition	other medical comorbidities/conditions	1	46235351	Comorbid condition
Condition	other medical illnesses	1	433605	Ill-defined disease
Condition	other medical or cognitive issues	1	4154708	Cognitive safety issue
Condition	other mental	1	432586	Mental disorder
Condition	other mental disorders	1	432586	Mental disorder
Condition	other mental health disorders	1	432586	Mental disorder
Condition	"other metabolic inflammatory conditions , psychiatric"	1	4181062	Inflammation of skin and/or subcutaneous tissue
Condition	other moderately immunosuppressive drugs	1	4451576	Other specified high cost immunosuppressant drugs
Condition	other more likely non-covid etiology	1	36308641	Stroke of other determined etiology
Condition	other neuroimmunological disease	1	381591	Cerebrovascular disease
Condition	other neuroinflammatory condition	1	138443	Other: Other Conditions
Condition	"other neurological , neuropsychological"	1	4145254	Neuropsychological testing
Condition	other neurovascular diseases	1	42538954	Neurovascular deficit
Condition	other non-controlled severe medical diseases	1	201606	Crohn's disease
Condition	other non-viral infections	1	35917422	Other Viral Infection
Condition	other noninvasive ventilation modality	1	4177224	Noninvasive ventilation
Condition	other nonspecific urti ( upper respiratory tract infection ) symptoms / gi symptoms	1	4181583	Upper respiratory infection
Condition	other oral diseases	1	381591	Cerebrovascular disease
Condition	other organ dysfunction	1	443207	Single organ dysfunction
Condition	other organs failure	1	4212484	Multiple organ failure
Condition	other pathogenic microorganisms pneumonia	1	37050616	Atypical pneumonia pathogens panel | Respiratory specimen | Microbiology Panels
Condition	other physical	1	4077953	Therapy
Condition	other potent immunosuppressant	1	724049	OTHER IMMUNOSUPPRESSANTS
Condition	other progressive neurological disorders	1	36309336	Progressive neurological conditions
Condition	other psychiatric disease	1	4134596	Chronic mental disorder
Condition	other psychiatric disorder	1	4097523	Psychiatric rehabilitation
Condition	other rare lung disease	1	257907	Disorder of lung
Condition	other reasons like atrial fibrillation	1	4232697	Persistent atrial fibrillation
Condition	other related diseases	1	36308861	Disease related
Condition	other relevant congenital	1	41956214	Relevant
Condition	other reported medical conditions	1	45882326	Other medical condition
Condition	other respiratory condition	1	405932	H/O: respiratory disease
Condition	other respiratory infections	1	4112341	Acute respiratory infections
Condition	other respiratory symptoms	1	434154	Neonatal aspiration syndromes
Condition	other respiratory viral disease	1	440029	Viral disease
Condition	other sars cov-2	1	703439	Taking of swab for SARS-CoV-2
Condition	other sars-cov-2 / covid-19	1	37311061	Disease caused by 2019-nCoV
Condition	other serious cardiac condition	1	321042	Cardiac arrest
Condition	other serious diseases	1	4170148	FH: Serious disease
Condition	other serious respiratory diseases	1	4170148	FH: Serious disease
Condition	other serious systemic	1	4178614	Serious
Condition	other severe bacterial infections	1	4323342	Recurrent bacterial infection
Condition	other severe disease	1	201606	Crohn's disease
Condition	other side effects	1	36308802	Side effects
Condition	other significant diseases	1	4135263	Partner in relationship
Condition	other skin disturbances	1	137682	Skin sensation disturbance
Condition	other solid tumors	1	4240565	Solid tumor configuration
Condition	other somatic	1	45880309	Somatic
Condition	other symptomatic pulmonary disease	1	4140881	Symptomatic parkinsonism
Condition	other systemic autoimmune disease	1	434621	Autoimmune disease
Condition	other systemic diseases	1	320136	Disorder of respiratory system
Condition	other systemic viral	1	381783	Viral infection of central nervous system
Condition	other technique ) pulmonary infiltrates compatible with pneumonia	1	4279553	Eosinophilic asthma
Condition	other terminal illnesses	1	4116982	Terminal illness
Condition	other thrombotic events	1	38000081	Embolic and thrombotic events
Condition	other tumor locations	1	35917254	Primary Tumor Location
Condition	other tumors	1	4353605	Tumor marker measurement
Condition	other type of immunodeficiency disorder	1	43374	Immunodeficiency disorder
Condition	other uncontrolled co-morbidities	1	4160039	Co-morbid conditions
Condition	other uncontrolled infections	1	4078213	Uncontrolled
Condition	other underlying conditions	1	321042	Cardiac arrest
Condition	other vaccination ( s )	1	21601385	OTHER VACCINES
Condition	other viral infections	1	35917422	Other Viral Infection
Condition	other viral lung infection	1	35917422	Other Viral Infection
Condition	otherwise healthy	1	36308878	Healthy
Condition	otitis externa	1	380731	Otitis externa
Condition	out-of-hospital cardiac arrest	1	321042	Cardiac arrest
Condition	out-of-hospital pneumonia with confirmed pulmonary tissue infiltration	1	45876648	Out-of-Hospital
Condition	outside canada or the united states	1	35941387	"Resident of the United States (including its possessions, etc.) or Canada, and postal code unknown"
Condition	outside saudia arabia	1	4330417	Saudi Arabia
Condition	overdose	1	45885146	Overdose
Condition	overlying skin wound	1	35922501	Overlying skin
Condition	overt gastrointestinal bleeding	1	192671	Gastrointestinal hemorrhage
Condition	overt thyrotoxicosis	1	138387	Thyrotoxicosis
Condition	oxygenation	1	19025274	oxygen
Condition	oxygenation deficit	1	4096912	Low motivation
Condition	oxygenation impairment	1	4029284	Impaired oxygen extraction
Condition	paget disease	1	35918209	Paget Disease
Condition	pancreatic cancer	1	4180793	Malignant tumor of pancreas
Condition	pancreatic enzyme insufficiency	1	4243784	Pancreatic insufficiency
Condition	panic attack	1	4021498	Panic attack
Condition	paraplegia	1	192606	Paraplegia
Condition	paraquat poisoning	1	4073369	Self poisoning by paraquat
Condition	parasitic disease	1	432251	Disease caused by parasite
Condition	parasitic diseases	1	432251	Disease caused by parasite
Condition	parental opposition	1	46287203	How Are Things? Behavioural Difficulties ODDp (Oppositional Defiant Disorder - Parent/Carer) score
Condition	paris 's icu	1	45876498	ICU.general
Condition	paroxysmal atrial fibrillation	1	415429	Paroxysmal atrial fibrillation
Condition	past fungal infections	1	433701	Mycosis
Condition	past hbv infection	1	36309657	Past infection
Condition	past laboratory-confirmed sars-cov-2 infection	1	40218805	Testing for SARS-CoV-2 in CDC laboratory
Condition	past medical history porphyria ( may exacerbate disease	1	4325853	History of aspirin exacerbated respiratory disease
Condition	past meningococcal disease	1	317208	Meningococcal carditis
Condition	past psychological or mental illness	1	4214703	Mental illness
Condition	past sars-cov-2 infection	1	703439	Taking of swab for SARS-CoV-2
Condition	pathological bleeding	1	4179955	Hemorrhage
Condition	pathological fractures	1	73571	Pathological fracture
Condition	pathology hiv	1	706376	HIV
Condition	pathophysiologic manifestations	1	4094767	Manifest
Condition	patient counseling for medical management of symptoms of transient ischemic attacks	1	373503	Transient cerebral ischemia
Condition	patient-reported neurologic deficit	1	4130717	Neurological deficit
Condition	pd-1 / l1	1	3580727	Anti-PD-L1 antibody
Condition	pediatric ed	1	41894403	Edéia
Condition	pelvis	1	4587703	Pelvis
Condition	pemphigus	1	135338	Pemphigus
Condition	pennsylvania faculty	1	4222994	Pennsylvania
Condition	people post-stroke	1	4079008	Central post-stroke pain
Condition	perform block	1	42627984	"Paravertebral block (PVB) (paraspinous block), thoracic; single injection site (includes imaging guidance, when performed)"
Condition	perimenopausal	1	414164	Perimenopausal disorder
Condition	perinatal hbv infection	1	439139	Infections specific to perinatal period
Condition	perinatal injuries	1	4300467	Perinatal forceps injury
Condition	perinuclear anca ( p-anca )	1	4253326	Perinuclear ANCA screen
Condition	peripheral arteriopathy	1	321882	Generalized atherosclerosis
Condition	peripheral hypoperfusion	1	4131044	Hypoperfusion
Condition	peripheral lymphopenia	1	441541	Lymphocytopenia
Condition	peripheral nerves and muscles	1	4066321	Freeze dried muscle graft to peripheral nerve
Condition	peripheral neurological conditions	1	36309562	Other neurological conditions
Condition	peripheral neuropathy	1	4117779	Peripheral nerve disease
Condition	peripheral oxygen saturation	1	4196147	Peripheral oxygen saturation
Condition	periprosthetic fracture	1	40479594	Periprosthetic fracture
Condition	persistent af	1	4267304	Chronic persistent
Condition	persistent chest pain	1	4107202	Persistent testicular pain
Condition	persistent hypotension	1	317002	Low blood pressure
Condition	persistent pain	1	4107202	Persistent testicular pain
Condition	persistent severe hypotension	1	4145356	Severe persistent asthma
Condition	persistent ventricular tachyarrhythmias	1	40622721	Ventricular tachyarrhythmia
Condition	persisting hypotension despite	1	317002	Low blood pressure
Condition	personality disorder	1	441838	Personality disorder
Condition	pertussis	1	257778	Pertussis
Condition	peru	1	4072765	Peru
Condition	pet/ct scan	1	36311142	PET Scans
Condition	pharmacological vitamin d	1	4206766	Pharmacologic
Condition	phase ii	1	4014328	"Coxiella burnetii, phase II"
Condition	philosophy ( phd	1	4028923	Religion AND/OR philosophy
Condition	photosensitive condition	1	4234104	Photosensitivity
Condition	photosensitive skin pathology	1	4234104	Photosensitivity
Condition	physical condition	1	43533813	General physical condition [NSRAS]
Condition	physical dependence	1	4030753	Physical functional dependency
Condition	physical disability	1	44789133	Physical disability
Condition	physical findings	1	421721	Sign
Condition	physical health	1	4027315	Personal care handicap
Condition	physical impairment	1	4223483	Impairment
Condition	physical motor impairment	1	4223483	Impairment
Condition	physically active	1	419538	Physical activity
Condition	pimd ( potential immune-mediated disease	1	4188177	Immune-mediated conjunctivitis
Condition	planning pregnancy	1	4059984	Pregnant - planned
Condition	plasma administration	1	4024248	Transfusion of cryo-poor plasma
Condition	plasma concentrations	1	37392308	Plasma methanol concentration
Condition	plasma infusion because anaphylaxis	1	441202	Anaphylaxis
Condition	plasma supar ≥ 6ng/ml	1	4178303	Plasma
Condition	plasma units	1	45758964	Plasma thawing unit
Condition	plasma viscosity	1	4153143	Plasma viscosity measurement
Condition	platelet dysfunction	1	4069584	Platelet dysfunction due to aspirin
Condition	platelet storage pool disorders	1	4027376	Platelet storage pool defect
