Title,Acronym,Status,Study Results,Phases,Funded Bys,URL,trial_id,outcome,study_type,study_design
Study of the Increase in ICU Beds Capacity During COVID-19 Pandemic in France,FRENCH ICU,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04420286,NCT04420286,origin of the icu beds created during the covid-19 outbreak in france.|human resources,observational,observational model: other|time perspective: retrospective
Clinical Features and Risk Factors Associated With Worse Outcome in Patients Hospitalized for Covid-19 Pneumonia,nan,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04362345,NCT04362345,identification of risk factors for severity (death or transfer to resuscitation) of covid-19 infection,observational,observational model: case-only|time perspective: other
Antibody Detection in COVID-19 Cured Patients (SARS-CoV-2-CZ-Immunity),SARSCoV2CZImun,completed,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04453280,NCT04453280,determination of the concentration of anti-sars-cov-2 antibodies in relation to the categories of cured patients.|determination of the concentration of anti-sars-cov-2 antibodies in relation to the age and to the severity of the disease.|the quantification of the dependence of the change in the concentration of anti-sars-cov-2 antibodies.,observational,observational model: cohort|time perspective: cross-sectional
Brazilian Registry for Clinical Presentation of Individuals With COVID-19 (SARS-Brazil),SARS-Brazil,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04479488,NCT04479488,all-cause mortality|incidence and course of symptoms of covid-19 infection|hospitalizations|oxygen supplementation|use of invasive mechanical ventilation|intensive care unit length of stay,observational,observational model: cohort|time perspective: prospective
Can SARS-CoV-2 Viral Load and COVID-19 Disease Severity be Reduced by Resveratrol-assisted Zinc Therapy,Reszinate,not yet recruiting,No Results Available,phase 2,Other,https://ClinicalTrials.gov/show/NCT04542993,NCT04542993,reduction in sars-cov-2 viral load|reduction in severity of covid-19 disease,interventional,allocation: randomized|intervention model: single group assignment|masking: single (participant)|primary purpose: supportive care
Complications and Mortality Following Emergency Digestive Surgery During the COVID-19 Pandemic,COVIDCIR,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04479150,NCT04479150,30-day mortality|90-day mortality|postoperative complications|severe complications|lenght of stay,observational,observational model: cohort|time perspective: cross-sectional
Trial of Open Label Dipyridamole- In Hospitalized Patients With COVID-19,TOLD,recruiting,No Results Available,phase 2,Other,https://ClinicalTrials.gov/show/NCT04424901,NCT04424901,coagulation system|viral detection,interventional,allocation: randomized|intervention model: single group assignment|masking: none (open label)|primary purpose: treatment
Effects of Early Use of Nitazoxanide in Patients With COVID-19,nan,completed,No Results Available,phase 2,Other,https://ClinicalTrials.gov/show/NCT04552483,NCT04552483,days with fever|days with cough|days with asthenia|sars-cov-2 viral load - absolute number|sars-cov-2 viral load - percentage|hospital admission rate - absolute number|hospital admission rate - percentage|serum interleukin-6|serum interleukin-1-beta|serum interleukin-8|serum tumor necrosis factor (tnf)-alfa|serum interferon-gamma|serum monocyte chemoattractant protein (mcp)-1|complete blood count|c-reactive protein - absolute number|c-reactive protein - percentage,interventional,"allocation: randomized|intervention model: parallel assignment|masking: quadruple (participant, care provider, investigator, outcomes assessor)|primary purpose: treatment"
Perinatal Outcomes and Hematologic Parameters in COVID-19 Pregnancies,nan,completed,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04515108,NCT04515108,"complete blood count parameters (including the number of lymphocytes, leukocytes, monocytes, platelets and red blood cells).|apgar score|maternal and newborn length|maternal and newborn weight|body temperature",observational,observational model: cohort|time perspective: retrospective
Vagus Nerve Stimulation ARDS Prevention Trial for COVID-19 Hospitalized Patients,nan,recruiting,No Results Available,not applicable,Industry,https://ClinicalTrials.gov/show/NCT04379037,NCT04379037,survival without need of mechanical ventilation|who progression scale ≤ 5 at day 4 since admission.|cumulative incidence of successful tracheal extubation at day 14 since symptom onset.|who progression scale ≤ 7 at day 4 since admission.|survival at day 14 of hospitalization|duration of hospitalization|time to hospital discharge,interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: treatment
Testing for Dysautonomia in Patients Hospitalized for SARS-CoV-2 Infection (COVID-19) : COVIDANS Study,COVIDANS,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04374045,NCT04374045,"percentage of dysautonomia patients found within the first 24 hours of hospitalization (%)|analyse the other mathematical indices measuring autonomic balance, obtained by holter-ecg recording over the first 24 hours and throughout their hospitalisation, in search of possible dysautonomia|to investigate whether the autonomic balance of patients with cov-2 sars correlates with the severity of their clinical condition during their hospital stay.|to investigate whether the various autonomic parameters recorded are predictive of clinical worsening or improvement, by calculating a prediction threshold for each of the parameters.",observational,observational model: cohort|time perspective: prospective
Therapeutic Use of Convalescent Plasma in the Treatment of Patients With Moderate to Severe COVID-19,nan,not yet recruiting,No Results Available,phase 3,Other,https://ClinicalTrials.gov/show/NCT04516811,NCT04516811,clinical improvement|adverse events of special interest|serious adverse events|survival|invasive mechanical ventilation|disease severity|time to outcomes of interest|length of stay meausures|sars-cov pcr|inflammatory markers|radiography|fever & hypoxia|patients with hiv infection and other comorbidities|timing of ip & efficacy outcome|neutralising ab|sars cov antibody titre,interventional,"allocation: randomized|intervention model: parallel assignment|masking: triple (participant, care provider, investigator)|primary purpose: treatment"
Cardiovascular Consequences After COVID-19,nan,recruiting,No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04452630,NCT04452630,"presence of at least one clinical, biological and/or imaging cardiovascular anomaly within 1 month of recovering",observational,observational model: cohort|time perspective: prospective
Covid-19 Messaging to Underserved Communities - 2nd Experiment,nan,not yet recruiting,No Results Available,not applicable,Other,https://ClinicalTrials.gov/show/NCT04502056,NCT04502056,the number of participants with knowledge of covid related symptoms and transmission as assessed by a questionnaire we've developed specifically relevant to the intervention videos we are using for the project.|behavioral outcome 1: number of participants who report behavior change related to messages provided in the intervention videos; measured via a specific questionnaire instrument we've developed to correspond to the intervention.|behavioral outcome 2: willingness to pay (wtp) for masks|behavioral outcome 3: number of people who click on links for additional information on the covid-19 behaviors|behavioral outcome 4: the amount of money donated to a covid-19 relief fund.,interventional,allocation: randomized|intervention model: parallel assignment|masking: none (open label)|primary purpose: prevention
Study of a Possible Respiratory Degradation Prognosis Caused by Biomarkers in Severe Forms of COVID-19 Pneumonia,LPSARS2,"active, not recruiting",No Results Available,nan,Other,https://ClinicalTrials.gov/show/NCT04505605,NCT04505605,evaluation of the dosage of biomarkers|link between the biomarkers,observational,observational model: other|time perspective: prospective
Safety and Immunity of Covid-19 aAPC Vaccine,nan,recruiting,No Results Available,phase 1,Other,https://ClinicalTrials.gov/show/NCT04299724,NCT04299724,frequency of vaccine events|frequency of serious vaccine events|proportion of subjects with positive t cell response|28-day mortality|duration of mechanical ventilation if applicable|proportion of patients in each category of the 7-point scale|proportion of patients with normalized inflammation factors|clinical improvement based on the 7-point scale if applicable|lower murray lung injury score if applicable,interventional,allocation: n/a|intervention model: single group assignment|masking: none (open label)|primary purpose: treatment
