interventionName,interventionID
chest ct scan [other],intervention_2268
survey and questionnaire [other],intervention_2269
evaluation of changes in the diagnostic-therapeutic pathway for patients affected by pancreatic cancer [procedure],intervention_2270
standard therapy recommended by the ministry of health of the russian federation. [procedure],intervention_2271
standard therapy recommended by the ministry of health of the russian federation and dalargin intramuscular injection [procedure],intervention_2272
standard therapy recommended by the ministry of health of the russian federation and dalargin inhalation [procedure],intervention_2273
standard therapy recommended by the ministry of health of the russian federation and dalargin intramuscular injection combined with dalargin inhalation [procedure],intervention_2274
susceptibility to infection [diagnostic test],intervention_2275
stem cell product [drug],intervention_2276
anti-coronavirus antibodies (immunoglobulins) obtained with dfpp form convalescent patients [biological],intervention_2277
ptsd [behavioral],intervention_2278
burnout [behavioral],intervention_2279
digital health online platform [behavioral],intervention_2280
nutrition support [other],intervention_2281
patient-centred advice on telephone consultation in tb patients: [behavioral],intervention_2282
therapist guided e-therapy [behavioral],intervention_2283
self-help therapy [behavioral],intervention_2284
"cholecalciferol 200,000 iu [drug]",intervention_2285
"cholecalciferol 50,000 iu [drug]",intervention_2286
familychildcare (provisional name of app) [device],intervention_2287
plasma [biological],intervention_2288
best available therapy [other],intervention_2289
tof protocol [device],intervention_2290
arct-021 dose 1 [biological],intervention_2291
arct-021 dose 2 [biological],intervention_2292
arct-021 dose 3 [biological],intervention_2293
arct-021 dose regimen 1 [biological],intervention_2294
arct-021 dose regimen 2 [biological],intervention_2295
fixed-dose combination of pertuzumab and trastuzumab for subcutaneous administration (ph fdc sc) [drug],intervention_2296
telemedicine to remote outpatient visit in bariatric patient [other],intervention_2297
pcl cov05 - covid 19 ag rapid fia test (rapid antigen test) [diagnostic test],intervention_2298
yoga group [behavioral],intervention_2299
high intensity interval training group [behavioral],intervention_2300
combination [behavioral],intervention_2301
group a hcq [drug],intervention_2302
group b control [drug],intervention_2303
toraymyxin pmx-20r (pmx cartridge) [device],intervention_2304
nƒ∞cas [device],intervention_2305
covid19 immunization testing [diagnostic test],intervention_2306
standard administration of oxygen flow [other],intervention_2307
automated oxygen administration - freeo2 [device],intervention_2308
gamification [behavioral],intervention_2309
newsfeed function [behavioral],intervention_2310
arbidol [drug],intervention_2311
basic treatment [other],intervention_2312
phq-9 (patient health questionnaire) depression scale [other],intervention_2313
gad-7 (general anxiety disorder) scale [other],intervention_2314
38 questions questionnaire [other],intervention_2315
epds (edinburgh postnatal depression scale) [other],intervention_2316
assessment of postnatal depression using the the edinburgh questionnaire between 4 and 6 weeks after delivery [other],intervention_2317
exposure (not intervention) - sars-cov-2 infection [other],intervention_2318
"questionnaire including validated tools such as patient health questionnaire (phq-9), the 7-item generalised anxiety disorder (gad- 7), the 7-item insomnia severity index [other]",intervention_2319
"questionnaire, same tools as before, with inclusion of pcl5 questionnaire too. [other]",intervention_2320
informed consent [other],intervention_2321
azithromycin and hydroxychloroquine [drug],intervention_2322
vibrolung [device],intervention_2323
laboratory biomarkers [diagnostic test],intervention_2324
internet-delivered cognitive behavior therapy (icbt) for dysfunctional worry related to the covid-19 pandemic [behavioral],intervention_2325
tradipitant [drug],intervention_2326
gammacore¬æ sapphire (non-invasive vagus nerve stimulator) [device],intervention_2327
standard of care therapies [other],intervention_2328
surgical procedures performed under general anesthesia [procedure],intervention_2329
iota carrageenan [device],intervention_2330
standard treatment for covid-19 [other],intervention_2331
percutaneous coronary revascularization for stemi [device],intervention_2332
taking biological samples [other],intervention_2333
rt-pcr covid-19 [diagnostic test],intervention_2334
inactivated convalescent plasma [drug],intervention_2335
support treatment [drug],intervention_2336
management of covid-19 [drug],intervention_2337
"sars-cov-2 research in nasopharyngeal swab, sperm and serologics [diagnostic test]",intervention_2338
eye movement desensitisation and reprocessing recent traumatic event protocol [other],intervention_2339
individualised ayurveda [other],intervention_2340
global longitudinal strain [diagnostic test],intervention_2341
arfc mask [device],intervention_2342
interview [behavioral],intervention_2343
no interventional study [other],intervention_2344
intervention app [behavioral],intervention_2345
vitamin d3 [drug],intervention_2346
doctella telehealth monitoring [device],intervention_2347
ria-device (remote investigation and assessment) [device],intervention_2348
covid-19 presto test [diagnostic test],intervention_2349
interview by psychologists [other],intervention_2350
performing routine care (clinical and paraclinical tests) [diagnostic test],intervention_2351
examinations for the research: [diagnostic test],intervention_2352
questionnaire [diagnostic test],intervention_2353
serum sars cov 2 igg screening in health care workers [diagnostic test],intervention_2354
nk cells [biological],intervention_2355
nosocomial infection/hospital acquired infection [other],intervention_2356
bone conduction headphones [device],intervention_2357
veru-111 [drug],intervention_2358
biomarkers expression [diagnostic test],intervention_2359
labs [other],intervention_2360
olfactory retraining [other],intervention_2361
corticosteroid nasal irrigation [drug],intervention_2362
smell household items [other],intervention_2363
nasal irrigation [other],intervention_2364
questionnaire for evaluation of confinement on deviant sexual fantasies [behavioral],intervention_2365
spironolactone 100mg [drug],intervention_2366
non-contact mce system [device],intervention_2367
survey [behavioral],intervention_2368
normal saline 0.9% [biological],intervention_2369
virtual group intervention [behavioral],intervention_2370
personal exercise intervention [behavioral],intervention_2371
standard operating procedures [other],intervention_2372
transpulmonary thermodilution [device],intervention_2373
echocardiography [device],intervention_2374
"complete blood picture, bone marrow aspiration cytology [diagnostic test]",intervention_2375
rehabilitation exercise protocol [other],intervention_2376
2019-ncov pcr [biological],intervention_2377
stem cell educator-treated mononuclear cells apheresis [combination product],intervention_2378
escin [drug],intervention_2379
flow cytometry [diagnostic test],intervention_2380
covid-19 pneumonia [other],intervention_2381
maslach burnout inventory questionnair [other],intervention_2382
anti- sars-cov-2 plasma [biological],intervention_2383
sars-cov-2 non-immune plasma [biological],intervention_2384
covidfree@home [device],intervention_2385
roactemra iv [drug],intervention_2386
roactemra sc [drug],intervention_2387
kevzara sc [drug],intervention_2388
standard medical care [other],intervention_2389
cvncov vaccine [biological],intervention_2390
beck depression inventory (bdi) [other],intervention_2391
ino-4800 [drug],intervention_2392
serum tube collection [biological],intervention_2393
inhaled budesonide [drug],intervention_2394
biochemical analysis [other],intervention_2395
ayurveda [dietary supplement],intervention_2396
covid positive via testing [other],intervention_2397
"dietary counselling on food groups according to iyc feeding practices, who [other]",intervention_2398
ct of the chest [device],intervention_2399
home-based exercise [other],intervention_2400
blood test [biological],intervention_2401
maximal effort test [other],intervention_2402
actigraphy [device],intervention_2403
neuromuscular evaluation [device],intervention_2404
remote consultation [other],intervention_2405
aerolized hydroxychloroquine sulfate [drug],intervention_2406
screening test for covid ( rt pcr and ct chest) [biological],intervention_2407
primary care [other],intervention_2408
training session adressing information and health literacy [behavioral],intervention_2409
internet-based self-help [behavioral],intervention_2410
internet-based self-help after 3 weeks [behavioral],intervention_2411
